map_simple_use,premise_age,height_bucket,total_count,global_average_fc
Mixed Use,"1919-1944,Pre 1919,Unknown date",35-40m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",4-5m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",40-45m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",45-50m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",5-6m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",50-55m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",55-60m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",6-7m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",60-70m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",7-8m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",70-80m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",8-9m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",80-90m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",9-10m,0,
Mixed Use,"1919-1944,Pre 1919,Unknown date",90-100m,0,
Mixed Use,"1919-1944,Unknown date",0-2m,0,
Mixed Use,"1919-1944,Unknown date",10-12m,0,
Mixed Use,"1919-1944,Unknown date",100-200m,0,
Mixed Use,"1919-1944,Unknown date",12-14m,0,
Mixed Use,"1919-1944,Unknown date",14-16m,0,
Mixed Use,"1919-1944,Unknown date",16-18m,0,
Mixed Use,"1919-1944,Unknown date",18-20m,0,
Mixed Use,"1919-1944,Unknown date",2-3m,0,
Mixed Use,"1919-1944,Unknown date",20-25m,0,
Mixed Use,"1919-1944,Unknown date",25-30m,0,
Mixed Use,"1919-1944,Unknown date",3-4m,0,
Mixed Use,"1919-1944,Unknown date",30-35m,0,
Mixed Use,"1919-1944,Unknown date",35-40m,0,
Mixed Use,"1919-1944,Unknown date",4-5m,0,
Mixed Use,"1919-1944,Unknown date",40-45m,0,
Mixed Use,"1919-1944,Unknown date",45-50m,0,
Mixed Use,"1919-1944,Unknown date",5-6m,0,
Mixed Use,"1919-1944,Unknown date",50-55m,0,
Mixed Use,"1919-1944,Unknown date",55-60m,0,
Mixed Use,"1919-1944,Unknown date",6-7m,0,
Mixed Use,"1919-1944,Unknown date",60-70m,0,
Mixed Use,"1919-1944,Unknown date",7-8m,0,
Mixed Use,"1919-1944,Unknown date",70-80m,0,
Mixed Use,"1919-1944,Unknown date",8-9m,0,
Mixed Use,"1919-1944,Unknown date",80-90m,0,
Mixed Use,"1919-1944,Unknown date",9-10m,0,
Mixed Use,"1919-1944,Unknown date",90-100m,0,
Mixed Use,1945-1959,0-2m,0,
Mixed Use,1945-1959,10-12m,4669,2.6643820946669523
Mixed Use,1945-1959,100-200m,0,
Mixed Use,1945-1959,12-14m,2120,3.0617924528301885
Mixed Use,1945-1959,14-16m,1002,3.19061876247505
Mixed Use,1945-1959,16-18m,476,3.573529411764706
Mixed Use,1945-1959,18-20m,206,4.441747572815534
Mixed Use,1945-1959,2-3m,7,1.0
Mixed Use,1945-1959,20-25m,243,4.962962962962963
Mixed Use,1945-1959,25-30m,128,6.53125
Mixed Use,1945-1959,3-4m,87,1.0
Mixed Use,1945-1959,30-35m,41,7.2926829268292686
Mixed Use,1945-1959,35-40m,15,7.6
Mixed Use,1945-1959,4-5m,50,1.0
Mixed Use,1945-1959,40-45m,25,11.68
Mixed Use,1945-1959,45-50m,5,13.4
Mixed Use,1945-1959,5-6m,322,1.8043478260869565
Mixed Use,1945-1959,50-55m,0,
Mixed Use,1945-1959,55-60m,1,17.0
Mixed Use,1945-1959,6-7m,586,1.9948805460750854
Mixed Use,1945-1959,60-70m,1,12.0
Mixed Use,1945-1959,7-8m,1353,2.082779009608278
Mixed Use,1945-1959,70-80m,1,24.0
Mixed Use,1945-1959,8-9m,3837,2.200938232994527
Mixed Use,1945-1959,80-90m,1,24.0
Mixed Use,1945-1959,9-10m,4527,2.3127899271040424
Mixed Use,1945-1959,90-100m,0,
Mixed Use,"1945-1959,1960-1979",0-2m,0,
Mixed Use,"1945-1959,1960-1979",10-12m,0,
Mixed Use,"1945-1959,1960-1979",100-200m,0,
Mixed Use,"1945-1959,1960-1979",12-14m,0,
Mixed Use,"1945-1959,1960-1979",14-16m,0,
Mixed Use,"1945-1959,1960-1979",16-18m,0,
Mixed Use,"1945-1959,1960-1979",18-20m,0,
Mixed Use,"1945-1959,1960-1979",2-3m,0,
Mixed Use,"1945-1959,1960-1979",20-25m,0,
Mixed Use,"1945-1959,1960-1979",25-30m,0,
Mixed Use,"1945-1959,1960-1979",3-4m,0,
Mixed Use,"1945-1959,1960-1979",30-35m,0,
Mixed Use,"1945-1959,1960-1979",35-40m,0,
Mixed Use,"1945-1959,1960-1979",4-5m,0,
Mixed Use,"1945-1959,1960-1979",40-45m,0,
Mixed Use,"1945-1959,1960-1979",45-50m,0,
Mixed Use,"1945-1959,1960-1979",5-6m,0,
Mixed Use,"1945-1959,1960-1979",50-55m,0,
Mixed Use,"1945-1959,1960-1979",55-60m,0,
Mixed Use,"1945-1959,1960-1979",6-7m,0,
Mixed Use,"1945-1959,1960-1979",60-70m,0,
Mixed Use,"1945-1959,1960-1979",7-8m,0,
Mixed Use,"1945-1959,1960-1979",70-80m,0,
Mixed Use,"1945-1959,1960-1979",8-9m,0,
Mixed Use,"1945-1959,1960-1979",80-90m,0,
Mixed Use,"1945-1959,1960-1979",9-10m,0,
Mixed Use,"1945-1959,1960-1979",90-100m,0,
Mixed Use,"1945-1959,1980-1989",0-2m,0,
Mixed Use,"1945-1959,1980-1989",10-12m,22,2.3181818181818183
Mixed Use,"1945-1959,1980-1989",100-200m,0,
Mixed Use,"1945-1959,1980-1989",12-14m,13,3.076923076923077
Mixed Use,"1945-1959,1980-1989",14-16m,6,3.1666666666666665
Mixed Use,"1945-1959,1980-1989",16-18m,11,3.1818181818181817
Mixed Use,"1945-1959,1980-1989",18-20m,2,3.5
Mixed Use,"1945-1959,1980-1989",2-3m,0,
Mixed Use,"1945-1959,1980-1989",20-25m,2,4.0
Mixed Use,"1945-1959,1980-1989",25-30m,2,5.5
Mixed Use,"1945-1959,1980-1989",3-4m,1,1.0
Mixed Use,"1945-1959,1980-1989",30-35m,0,
Mixed Use,"1945-1959,1980-1989",35-40m,0,
Mixed Use,"1945-1959,1980-1989",4-5m,0,
Mixed Use,"1945-1959,1980-1989",40-45m,0,
Mixed Use,"1945-1959,1980-1989",45-50m,0,
Mixed Use,"1945-1959,1980-1989",5-6m,0,
Mixed Use,"1945-1959,1980-1989",50-55m,0,
Mixed Use,"1945-1959,1980-1989",55-60m,0,
Mixed Use,"1945-1959,1980-1989",6-7m,7,2.0
Mixed Use,"1945-1959,1980-1989",60-70m,0,
Mixed Use,"1945-1959,1980-1989",7-8m,5,2.0
Mixed Use,"1945-1959,1980-1989",70-80m,0,
Mixed Use,"1945-1959,1980-1989",8-9m,6,2.0
Mixed Use,"1945-1959,1980-1989",80-90m,0,
Mixed Use,"1945-1959,1980-1989",9-10m,16,2.1875
Mixed Use,"1945-1959,1980-1989",90-100m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",0-2m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",10-12m,4,2.0
Mixed Use,"1945-1959,1980-1989,Pre 1919",100-200m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",12-14m,2,3.5
Mixed Use,"1945-1959,1980-1989,Pre 1919",14-16m,3,3.0
Mixed Use,"1945-1959,1980-1989,Pre 1919",16-18m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",18-20m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",2-3m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",20-25m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",25-30m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",3-4m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",30-35m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",35-40m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",4-5m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",40-45m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",45-50m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",5-6m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",50-55m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",55-60m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",6-7m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",60-70m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",7-8m,3,2.0
Mixed Use,"1945-1959,1980-1989,Pre 1919",70-80m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",8-9m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",80-90m,0,
Mixed Use,"1945-1959,1980-1989,Pre 1919",9-10m,2,2.0
Mixed Use,"1945-1959,1980-1989,Pre 1919",90-100m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",0-2m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",10-12m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",100-200m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",12-14m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",14-16m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",16-18m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",18-20m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",2-3m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",20-25m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",25-30m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",3-4m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",30-35m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",35-40m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",4-5m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",40-45m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",45-50m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",5-6m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",50-55m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",55-60m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",6-7m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",60-70m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",7-8m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",70-80m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",8-9m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",80-90m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",9-10m,0,
Mixed Use,"1945-1959,1980-1989,Unknown date",90-100m,0,
Mixed Use,"1945-1959,1990-1999",0-2m,0,
Mixed Use,"1945-1959,1990-1999",10-12m,4,2.5
Mixed Use,"1945-1959,1990-1999",100-200m,0,
Mixed Use,"1945-1959,1990-1999",12-14m,1,3.0
Mixed Use,"1945-1959,1990-1999",14-16m,0,
Mixed Use,"1945-1959,1990-1999",16-18m,1,4.0
Mixed Use,"1945-1959,1990-1999",18-20m,0,
Mixed Use,"1945-1959,1990-1999",2-3m,0,
Mixed Use,"1945-1959,1990-1999",20-25m,0,
Mixed Use,"1945-1959,1990-1999",25-30m,0,
Mixed Use,"1945-1959,1990-1999",3-4m,0,
Mixed Use,"1945-1959,1990-1999",30-35m,0,
Mixed Use,"1945-1959,1990-1999",35-40m,0,
Mixed Use,"1945-1959,1990-1999",4-5m,0,
Mixed Use,"1945-1959,1990-1999",40-45m,0,
Mixed Use,"1945-1959,1990-1999",45-50m,0,
Mixed Use,"1945-1959,1990-1999",5-6m,0,
Mixed Use,"1945-1959,1990-1999",50-55m,0,
Mixed Use,"1945-1959,1990-1999",55-60m,0,
Mixed Use,"1945-1959,1990-1999",6-7m,0,
Mixed Use,"1945-1959,1990-1999",60-70m,0,
Mixed Use,"1945-1959,1990-1999",7-8m,2,2.0
Mixed Use,"1945-1959,1990-1999",70-80m,0,
Mixed Use,"1945-1959,1990-1999",8-9m,2,2.0
Mixed Use,"1945-1959,1990-1999",80-90m,0,
Mixed Use,"1945-1959,1990-1999",9-10m,4,2.0
Mixed Use,"1945-1959,1990-1999",90-100m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",0-2m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",10-12m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",100-200m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",12-14m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",14-16m,1,3.0
Mixed Use,"1945-1959,1990-1999,Pre 1919",16-18m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",18-20m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",2-3m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",20-25m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",25-30m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",3-4m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",30-35m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",35-40m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",4-5m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",40-45m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",45-50m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",5-6m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",50-55m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",55-60m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",6-7m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",60-70m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",7-8m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",70-80m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",8-9m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",80-90m,0,
Mixed Use,"1945-1959,1990-1999,Pre 1919",9-10m,1,2.0
Mixed Use,"1945-1959,1990-1999,Pre 1919",90-100m,0,
Mixed Use,"1945-1959,Post 1999",0-2m,0,
Mixed Use,"1945-1959,Post 1999",10-12m,4,2.25
Mixed Use,"1945-1959,Post 1999",100-200m,0,
Mixed Use,"1945-1959,Post 1999",12-14m,1,4.0
Mixed Use,"1945-1959,Post 1999",14-16m,3,3.3333333333333335
Mixed Use,"1945-1959,Post 1999",16-18m,1,3.0
Mixed Use,"1945-1959,Post 1999",18-20m,0,
Mixed Use,"1945-1959,Post 1999",2-3m,0,
Mixed Use,"1945-1959,Post 1999",20-25m,0,
Mixed Use,"1945-1959,Post 1999",25-30m,0,
Mixed Use,"1945-1959,Post 1999",3-4m,0,
Mixed Use,"1945-1959,Post 1999",30-35m,0,
Mixed Use,"1945-1959,Post 1999",35-40m,0,
Mixed Use,"1945-1959,Post 1999",4-5m,0,
Mixed Use,"1945-1959,Post 1999",40-45m,0,
Mixed Use,"1945-1959,Post 1999",45-50m,0,
Mixed Use,"1945-1959,Post 1999",5-6m,0,
Mixed Use,"1945-1959,Post 1999",50-55m,0,
Mixed Use,"1945-1959,Post 1999",55-60m,0,
Mixed Use,"1945-1959,Post 1999",6-7m,0,
Mixed Use,"1945-1959,Post 1999",60-70m,0,
Mixed Use,"1945-1959,Post 1999",7-8m,2,2.0
Mixed Use,"1945-1959,Post 1999",70-80m,0,
Mixed Use,"1945-1959,Post 1999",8-9m,0,
Mixed Use,"1945-1959,Post 1999",80-90m,0,
Mixed Use,"1945-1959,Post 1999",9-10m,2,2.5
Mixed Use,"1945-1959,Post 1999",90-100m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",0-2m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",10-12m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",100-200m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",12-14m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",14-16m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",16-18m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",18-20m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",2-3m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",20-25m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",25-30m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",3-4m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",30-35m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",35-40m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",4-5m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",40-45m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",45-50m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",5-6m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",50-55m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",55-60m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",6-7m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",60-70m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",7-8m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",70-80m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",8-9m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",80-90m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",9-10m,0,
Mixed Use,"1945-1959,Post 1999,Unknown date",90-100m,0,
Mixed Use,"1945-1959,Pre 1919",0-2m,0,
Mixed Use,"1945-1959,Pre 1919",10-12m,174,2.2413793103448274
Mixed Use,"1945-1959,Pre 1919",100-200m,0,
Mixed Use,"1945-1959,Pre 1919",12-14m,86,3.0
Mixed Use,"1945-1959,Pre 1919",14-16m,89,3.1123595505617976
Mixed Use,"1945-1959,Pre 1919",16-18m,56,3.3392857142857144
Mixed Use,"1945-1959,Pre 1919",18-20m,15,3.8
Mixed Use,"1945-1959,Pre 1919",2-3m,0,
Mixed Use,"1945-1959,Pre 1919",20-25m,23,4.304347826086956
Mixed Use,"1945-1959,Pre 1919",25-30m,9,5.222222222222222
Mixed Use,"1945-1959,Pre 1919",3-4m,0,
Mixed Use,"1945-1959,Pre 1919",30-35m,2,7.0
Mixed Use,"1945-1959,Pre 1919",35-40m,3,7.333333333333333
Mixed Use,"1945-1959,Pre 1919",4-5m,0,
Mixed Use,"1945-1959,Pre 1919",40-45m,0,
Mixed Use,"1945-1959,Pre 1919",45-50m,0,
Mixed Use,"1945-1959,Pre 1919",5-6m,3,2.0
Mixed Use,"1945-1959,Pre 1919",50-55m,0,
Mixed Use,"1945-1959,Pre 1919",55-60m,0,
Mixed Use,"1945-1959,Pre 1919",6-7m,20,2.0
Mixed Use,"1945-1959,Pre 1919",60-70m,0,
Mixed Use,"1945-1959,Pre 1919",7-8m,36,2.0
Mixed Use,"1945-1959,Pre 1919",70-80m,0,
Mixed Use,"1945-1959,Pre 1919",8-9m,97,2.0618556701030926
Mixed Use,"1945-1959,Pre 1919",80-90m,0,
Mixed Use,"1945-1959,Pre 1919",9-10m,171,2.1228070175438596
Mixed Use,"1945-1959,Pre 1919",90-100m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",0-2m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",10-12m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",100-200m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",12-14m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",14-16m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",16-18m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",18-20m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",2-3m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",20-25m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",25-30m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",3-4m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",30-35m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",35-40m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",4-5m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",40-45m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",45-50m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",5-6m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",50-55m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",55-60m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",6-7m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",60-70m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",7-8m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",70-80m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",8-9m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",80-90m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",9-10m,0,
Mixed Use,"1945-1959,Pre 1919,Unknown date",90-100m,0,
Mixed Use,"1945-1959,Unknown date",0-2m,0,
Mixed Use,"1945-1959,Unknown date",10-12m,0,
Mixed Use,"1945-1959,Unknown date",100-200m,0,
Mixed Use,"1945-1959,Unknown date",12-14m,0,
Mixed Use,"1945-1959,Unknown date",14-16m,0,
Mixed Use,"1945-1959,Unknown date",16-18m,0,
Mixed Use,"1945-1959,Unknown date",18-20m,0,
Mixed Use,"1945-1959,Unknown date",2-3m,0,
Mixed Use,"1945-1959,Unknown date",20-25m,0,
Mixed Use,"1945-1959,Unknown date",25-30m,0,
Mixed Use,"1945-1959,Unknown date",3-4m,0,
Mixed Use,"1945-1959,Unknown date",30-35m,0,
Mixed Use,"1945-1959,Unknown date",35-40m,0,
Mixed Use,"1945-1959,Unknown date",4-5m,0,
Mixed Use,"1945-1959,Unknown date",40-45m,0,
Mixed Use,"1945-1959,Unknown date",45-50m,0,
Mixed Use,"1945-1959,Unknown date",5-6m,0,
Mixed Use,"1945-1959,Unknown date",50-55m,0,
Mixed Use,"1945-1959,Unknown date",55-60m,0,
Mixed Use,"1945-1959,Unknown date",6-7m,0,
Mixed Use,"1945-1959,Unknown date",60-70m,0,
Mixed Use,"1945-1959,Unknown date",7-8m,0,
Mixed Use,"1945-1959,Unknown date",70-80m,0,
Mixed Use,"1945-1959,Unknown date",8-9m,0,
Mixed Use,"1945-1959,Unknown date",80-90m,0,
Mixed Use,"1945-1959,Unknown date",9-10m,0,
Mixed Use,"1945-1959,Unknown date",90-100m,0,
Mixed Use,1960-1979,0-2m,0,
Mixed Use,1960-1979,10-12m,1445,2.643598615916955
Mixed Use,1960-1979,100-200m,0,
Mixed Use,1960-1979,12-14m,355,3.076056338028169
Mixed Use,1960-1979,14-16m,252,3.3531746031746033
Mixed Use,1960-1979,16-18m,126,3.5793650793650795
Mixed Use,1960-1979,18-20m,49,4.673469387755102
Mixed Use,1960-1979,2-3m,0,
Mixed Use,1960-1979,20-25m,43,4.837209302325581
Mixed Use,1960-1979,25-30m,13,5.769230769230769
Mixed Use,1960-1979,3-4m,23,1.0
Mixed Use,1960-1979,30-35m,5,8.2
Mixed Use,1960-1979,35-40m,3,8.666666666666666
Mixed Use,1960-1979,4-5m,8,1.0
Mixed Use,1960-1979,40-45m,1,10.0
Mixed Use,1960-1979,45-50m,1,12.0
Mixed Use,1960-1979,5-6m,106,1.6886792452830188
Mixed Use,1960-1979,50-55m,1,14.0
Mixed Use,1960-1979,55-60m,0,
Mixed Use,1960-1979,6-7m,322,2.0
Mixed Use,1960-1979,60-70m,1,15.0
Mixed Use,1960-1979,7-8m,663,2.0407239819004523
Mixed Use,1960-1979,70-80m,0,
Mixed Use,1960-1979,8-9m,1793,2.1639709983268265
Mixed Use,1960-1979,80-90m,0,
Mixed Use,1960-1979,9-10m,2173,2.287160607455131
Mixed Use,1960-1979,90-100m,0,
Mixed Use,"1960-1979,1980-1989",0-2m,0,
Mixed Use,"1960-1979,1980-1989",10-12m,0,
Mixed Use,"1960-1979,1980-1989",100-200m,0,
Mixed Use,"1960-1979,1980-1989",12-14m,0,
Mixed Use,"1960-1979,1980-1989",14-16m,0,
Mixed Use,"1960-1979,1980-1989",16-18m,0,
Mixed Use,"1960-1979,1980-1989",18-20m,0,
Mixed Use,"1960-1979,1980-1989",2-3m,0,
Mixed Use,"1960-1979,1980-1989",20-25m,0,
Mixed Use,"1960-1979,1980-1989",25-30m,0,
Mixed Use,"1960-1979,1980-1989",3-4m,0,
Mixed Use,"1960-1979,1980-1989",30-35m,0,
Mixed Use,"1960-1979,1980-1989",35-40m,0,
Mixed Use,"1960-1979,1980-1989",4-5m,0,
Mixed Use,"1960-1979,1980-1989",40-45m,0,
Mixed Use,"1960-1979,1980-1989",45-50m,0,
Mixed Use,"1960-1979,1980-1989",5-6m,0,
Mixed Use,"1960-1979,1980-1989",50-55m,0,
Mixed Use,"1960-1979,1980-1989",55-60m,0,
Mixed Use,"1960-1979,1980-1989",6-7m,0,
Mixed Use,"1960-1979,1980-1989",60-70m,0,
Mixed Use,"1960-1979,1980-1989",7-8m,0,
Mixed Use,"1960-1979,1980-1989",70-80m,0,
Mixed Use,"1960-1979,1980-1989",8-9m,0,
Mixed Use,"1960-1979,1980-1989",80-90m,0,
Mixed Use,"1960-1979,1980-1989",9-10m,0,
Mixed Use,"1960-1979,1980-1989",90-100m,0,
Mixed Use,"1960-1979,Pre 1919",0-2m,0,
Mixed Use,"1960-1979,Pre 1919",10-12m,0,
Mixed Use,"1960-1979,Pre 1919",100-200m,0,
Mixed Use,"1960-1979,Pre 1919",12-14m,0,
Mixed Use,"1960-1979,Pre 1919",14-16m,0,
Mixed Use,"1960-1979,Pre 1919",16-18m,0,
Mixed Use,"1960-1979,Pre 1919",18-20m,0,
Mixed Use,"1960-1979,Pre 1919",2-3m,0,
Mixed Use,"1960-1979,Pre 1919",20-25m,0,
Mixed Use,"1960-1979,Pre 1919",25-30m,0,
Mixed Use,"1960-1979,Pre 1919",3-4m,0,
Mixed Use,"1960-1979,Pre 1919",30-35m,0,
Mixed Use,"1960-1979,Pre 1919",35-40m,0,
Mixed Use,"1960-1979,Pre 1919",4-5m,0,
Mixed Use,"1960-1979,Pre 1919",40-45m,0,
Mixed Use,"1960-1979,Pre 1919",45-50m,0,
Mixed Use,"1960-1979,Pre 1919",5-6m,0,
Mixed Use,"1960-1979,Pre 1919",50-55m,0,
Mixed Use,"1960-1979,Pre 1919",55-60m,0,
Mixed Use,"1960-1979,Pre 1919",6-7m,0,
Mixed Use,"1960-1979,Pre 1919",60-70m,0,
Mixed Use,"1960-1979,Pre 1919",7-8m,0,
Mixed Use,"1960-1979,Pre 1919",70-80m,0,
Mixed Use,"1960-1979,Pre 1919",8-9m,0,
Mixed Use,"1960-1979,Pre 1919",80-90m,0,
Mixed Use,"1960-1979,Pre 1919",9-10m,0,
Mixed Use,"1960-1979,Pre 1919",90-100m,0,
Mixed Use,"1960-1979,Unknown date",0-2m,0,
Mixed Use,"1960-1979,Unknown date",10-12m,0,
Mixed Use,"1960-1979,Unknown date",100-200m,0,
Mixed Use,"1960-1979,Unknown date",12-14m,0,
Mixed Use,"1960-1979,Unknown date",14-16m,0,
Mixed Use,"1960-1979,Unknown date",16-18m,0,
Mixed Use,"1960-1979,Unknown date",18-20m,0,
Mixed Use,"1960-1979,Unknown date",2-3m,0,
Mixed Use,"1960-1979,Unknown date",20-25m,0,
Mixed Use,"1960-1979,Unknown date",25-30m,0,
Mixed Use,"1960-1979,Unknown date",3-4m,0,
Mixed Use,"1960-1979,Unknown date",30-35m,0,
