,map_simple_use,premise_age,premise_floor_count,weighted_average_height
3368,Non Residential,"1945-1959,Pre 1919","1,3,4,Undetermined",12.433333333333332
3369,Non Residential,"1945-1959,Pre 1919","1,3,5",23.718181818181815
3370,Non Residential,"1945-1959,Pre 1919","1,3,6,7",35.1
3371,Non Residential,"1945-1959,Pre 1919","1,3,7",12.4
3372,Non Residential,"1945-1959,Pre 1919","1,3,Undetermined",16.474999999999998
3373,Non Residential,"1945-1959,Pre 1919","1,4",17.57
3374,Non Residential,"1945-1959,Pre 1919","1,4,5",24.38
3375,Non Residential,"1945-1959,Pre 1919","1,4,5,9",26.0
3376,Non Residential,"1945-1959,Pre 1919","1,4,6",27.3
3377,Non Residential,"1945-1959,Pre 1919","1,4,6,Undetermined",24.8
3378,Non Residential,"1945-1959,Pre 1919","1,4,8",28.2
3379,Non Residential,"1945-1959,Pre 1919","1,5",23.99090909090909
3380,Non Residential,"1945-1959,Pre 1919","1,5,8",29.5
3381,Non Residential,"1945-1959,Pre 1919","1,50",9.8
3382,Non Residential,"1945-1959,Pre 1919","1,6",21.728571428571428
3383,Non Residential,"1945-1959,Pre 1919","1,7",55.5
3384,Non Residential,"1945-1959,Pre 1919","1,7,9",44.3
3385,Non Residential,"1945-1959,Pre 1919","1,8",6.1
3386,Non Residential,"1945-1959,Pre 1919","1,Undetermined",15.042307692307693
3387,Non Residential,"1945-1959,Pre 1919","10,2",53.800000000000004
3388,Non Residential,"1945-1959,Pre 1919","10,2,25,3",81.5
3389,Non Residential,"1945-1959,Pre 1919","10,3",24.15
3390,Non Residential,"1945-1959,Pre 1919","10,3,5,6",33.1
3391,Non Residential,"1945-1959,Pre 1919","10,4",37.9
3392,Non Residential,"1945-1959,Pre 1919","10,5",35.0
3393,Non Residential,"1945-1959,Pre 1919","10,5,7",48.2
3394,Non Residential,"1945-1959,Pre 1919","10,7",45.8
3395,Non Residential,"1945-1959,Pre 1919",11,8.7
3396,Non Residential,"1945-1959,Pre 1919","11,2",9.9
3397,Non Residential,"1945-1959,Pre 1919","11,4",40.2
3398,Non Residential,"1945-1959,Pre 1919","12,2,5",44.8
3399,Non Residential,"1945-1959,Pre 1919","12,3,6,7",47.2
3400,Non Residential,"1945-1959,Pre 1919","12,4",43.4
3401,Non Residential,"1945-1959,Pre 1919","13,2,3",48.3
3402,Non Residential,"1945-1959,Pre 1919","13,4",40.0
3403,Non Residential,"1945-1959,Pre 1919","14,2",73.9
3404,Non Residential,"1945-1959,Pre 1919","14,2,3",54.7
3405,Non Residential,"1945-1959,Pre 1919","14,2,3,Undetermined",59.7
3406,Non Residential,"1945-1959,Pre 1919","14,4,Undetermined",56.5
3407,Non Residential,"1945-1959,Pre 1919","15,2,3",53.7
3408,Non Residential,"1945-1959,Pre 1919","15,3,4",62.9
3409,Non Residential,"1945-1959,Pre 1919","17,3,4,5,6",56.5
3410,Non Residential,"1945-1959,Pre 1919",2,11.744887348353553
3411,Non Residential,"1945-1959,Pre 1919","2,20",9.8
3412,Non Residential,"1945-1959,Pre 1919","2,20,3",13.8
3413,Non Residential,"1945-1959,Pre 1919","2,3",13.641073219658978
3414,Non Residential,"1945-1959,Pre 1919","2,3,4",18.35609756097561
3415,Non Residential,"1945-1959,Pre 1919","2,3,4,5",25.0
3416,Non Residential,"1945-1959,Pre 1919","2,3,4,6",19.1
3417,Non Residential,"1945-1959,Pre 1919","2,3,4,6,Undetermined",64.0
3418,Non Residential,"1945-1959,Pre 1919","2,3,4,7,Undetermined",35.4
3419,Non Residential,"1945-1959,Pre 1919","2,3,5",20.93076923076923
3420,Non Residential,"1945-1959,Pre 1919","2,3,5,7",25.8
3421,Non Residential,"1945-1959,Pre 1919","2,3,5,8",37.4
3422,Non Residential,"1945-1959,Pre 1919","2,3,6",17.8
3423,Non Residential,"1945-1959,Pre 1919","2,3,8",19.1
3424,Non Residential,"1945-1959,Pre 1919","2,3,Undetermined",22.45
3425,Non Residential,"1945-1959,Pre 1919","2,4",18.958
3426,Non Residential,"1945-1959,Pre 1919","2,4,5",23.666666666666668
3427,Non Residential,"1945-1959,Pre 1919","2,4,5,6,8",37.45
3428,Non Residential,"1945-1959,Pre 1919","2,4,5,Undetermined",19.6
3429,Non Residential,"1945-1959,Pre 1919","2,4,6",25.96666666666667
3430,Non Residential,"1945-1959,Pre 1919","2,4,6,7",30.5
3431,Non Residential,"1945-1959,Pre 1919","2,4,7",35.6
3432,Non Residential,"1945-1959,Pre 1919","2,4,Undetermined",38.5
3433,Non Residential,"1945-1959,Pre 1919","2,43",16.4
3434,Non Residential,"1945-1959,Pre 1919","2,5",20.03846153846154
3435,Non Residential,"1945-1959,Pre 1919","2,5,6",24.8
3436,Non Residential,"1945-1959,Pre 1919","2,6",23.840000000000003
3437,Non Residential,"1945-1959,Pre 1919","2,7",64.75
3438,Non Residential,"1945-1959,Pre 1919","2,7,Undetermined",25.0
3439,Non Residential,"1945-1959,Pre 1919","2,8",28.55
3440,Non Residential,"1945-1959,Pre 1919","2,Undetermined",12.518750000000002
3441,Non Residential,"1945-1959,Pre 1919","25,3,5",26.4
3442,Non Residential,"1945-1959,Pre 1919","25,5",23.7
3443,Non Residential,"1945-1959,Pre 1919",3,15.451724137931036
3444,Non Residential,"1945-1959,Pre 1919","3,4",19.69738219895288
3445,Non Residential,"1945-1959,Pre 1919","3,4,5",23.281481481481485
3446,Non Residential,"1945-1959,Pre 1919","3,4,5,6",27.0
3447,Non Residential,"1945-1959,Pre 1919","3,4,5,6,7",37.2
3448,Non Residential,"1945-1959,Pre 1919","3,4,5,Undetermined",21.3
3449,Non Residential,"1945-1959,Pre 1919","3,4,6",36.480000000000004
3450,Non Residential,"1945-1959,Pre 1919","3,4,7",22.5
3451,Non Residential,"1945-1959,Pre 1919","3,4,8",41.3
3452,Non Residential,"1945-1959,Pre 1919","3,4,9",33.3
3453,Non Residential,"1945-1959,Pre 1919","3,4,Undetermined",20.45
3454,Non Residential,"1945-1959,Pre 1919","3,5",21.840816326530607
3455,Non Residential,"1945-1959,Pre 1919","3,5,6",22.85
3456,Non Residential,"1945-1959,Pre 1919","3,5,8",32.5
3457,Non Residential,"1945-1959,Pre 1919","3,5,Undetermined",23.4
3458,Non Residential,"1945-1959,Pre 1919","3,6",29.531578947368423
3459,Non Residential,"1945-1959,Pre 1919","3,6,7,8",50.6
3460,Non Residential,"1945-1959,Pre 1919","3,6,9",48.0
3461,Non Residential,"1945-1959,Pre 1919","3,7",28.333333333333332
3462,Non Residential,"1945-1959,Pre 1919","3,7,Undetermined",28.5
3463,Non Residential,"1945-1959,Pre 1919","3,8",34.199999999999996
3464,Non Residential,"1945-1959,Pre 1919","3,92",10.3
3465,Non Residential,"1945-1959,Pre 1919","3,Undetermined",14.235483870967743
3466,Non Residential,"1945-1959,Pre 1919",4,23.79325842696629
3467,Non Residential,"1945-1959,Pre 1919","4,5",26.7474358974359
3468,Non Residential,"1945-1959,Pre 1919","4,5,6",32.6
3469,Non Residential,"1945-1959,Pre 1919","4,5,6,7",28.8
3470,Non Residential,"1945-1959,Pre 1919","4,5,7",31.750000000000004
3471,Non Residential,"1945-1959,Pre 1919","4,5,7,9",41.2
3472,Non Residential,"1945-1959,Pre 1919","4,5,8",15.5
3473,Non Residential,"1945-1959,Pre 1919","4,5,9",34.3
3474,Non Residential,"1945-1959,Pre 1919","4,6",29.616666666666667
3475,Non Residential,"1945-1959,Pre 1919","4,6,7",36.6
3476,Non Residential,"1945-1959,Pre 1919","4,6,Undetermined",28.6
3477,Non Residential,"1945-1959,Pre 1919","4,7",29.163636363636364
3478,Non Residential,"1945-1959,Pre 1919","4,7,8",28.4
3479,Non Residential,"1945-1959,Pre 1919","4,8",34.975
3480,Non Residential,"1945-1959,Pre 1919","4,9",34.5
3481,Non Residential,"1945-1959,Pre 1919","4,Undetermined",20.23333333333333
3482,Non Residential,"1945-1959,Pre 1919",5,27.362499999999997
3483,Non Residential,"1945-1959,Pre 1919","5,6",34.07826086956521
3484,Non Residential,"1945-1959,Pre 1919","5,6,7,9",41.2
3485,Non Residential,"1945-1959,Pre 1919","5,6,8",41.6
3486,Non Residential,"1945-1959,Pre 1919","5,7",37.40714285714286
3487,Non Residential,"1945-1959,Pre 1919","5,8",38.86666666666667
3488,Non Residential,"1945-1959,Pre 1919","5,8,9",29.2
3489,Non Residential,"1945-1959,Pre 1919","5,9",33.55
3490,Non Residential,"1945-1959,Pre 1919","5,Undetermined",26.7
3491,Non Residential,"1945-1959,Pre 1919",6,38.925
3492,Non Residential,"1945-1959,Pre 1919","6,7",46.42222222222223
3493,Non Residential,"1945-1959,Pre 1919","6,8",36.46666666666667
3494,Non Residential,"1945-1959,Pre 1919","6,9",35.175
3495,Non Residential,"1945-1959,Pre 1919","6,Undetermined",31.5
3496,Non Residential,"1945-1959,Pre 1919",7,37.7
3497,Non Residential,"1945-1959,Pre 1919","7,8",41.03333333333333
3498,Non Residential,"1945-1959,Pre 1919","7,8,Undetermined",21.7
3499,Non Residential,"1945-1959,Pre 1919","7,9",34.3
3500,Non Residential,"1945-1959,Pre 1919",8,33.900000000000006
3501,Non Residential,"1945-1959,Pre 1919","8,Undetermined",24.8
3502,Non Residential,"1945-1959,Pre 1919,Unknown date",1,9.631818181818183
3503,Non Residential,"1945-1959,Pre 1919,Unknown date","1,12,2,3,5",38.8
3504,Non Residential,"1945-1959,Pre 1919,Unknown date","1,13,2,3",37.1
3505,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2",12.9
3506,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3",13.285714285714286
3507,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,4",17.3
3508,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,4,5",23.5
3509,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,4,6,7,Undetermined",34.9
3510,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,4,7,8,Undetermined",29.6
3511,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,4,Undetermined",18.571428571428573
3512,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,5,Undetermined",41.3
3513,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,3,Undetermined",16.287096774193547
3514,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,4",14.2
3515,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,4,5,8,Undetermined",40.7
3516,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,4,6,Undetermined",31.0
3517,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,4,Undetermined",19.45
3518,Non Residential,"1945-1959,Pre 1919,Unknown date","1,2,Undetermined",11.92651515151515
3519,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3",16.8
3520,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3,4,Undetermined",18.15
3521,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3,5",23.5
3522,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3,5,8,Undetermined",35.1
3523,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3,5,Undetermined",26.45
3524,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3,7,Undetermined",27.0
3525,Non Residential,"1945-1959,Pre 1919,Unknown date","1,3,Undetermined",15.05
3526,Non Residential,"1945-1959,Pre 1919,Unknown date","1,4,Undetermined",25.099999999999998
3527,Non Residential,"1945-1959,Pre 1919,Unknown date","1,5,Undetermined",31.8
3528,Non Residential,"1945-1959,Pre 1919,Unknown date","1,6,Undetermined",28.3
3529,Non Residential,"1945-1959,Pre 1919,Unknown date","1,Undetermined",11.883908045977012
3530,Non Residential,"1945-1959,Pre 1919,Unknown date","15,5,6,Undetermined",57.8
3531,Non Residential,"1945-1959,Pre 1919,Unknown date","18,3,4,Undetermined",78.3
3532,Non Residential,"1945-1959,Pre 1919,Unknown date","2,3",15.8
3533,Non Residential,"1945-1959,Pre 1919,Unknown date","2,3,4,Undetermined",16.3
3534,Non Residential,"1945-1959,Pre 1919,Unknown date","2,3,7,8,Undetermined",34.5
3535,Non Residential,"1945-1959,Pre 1919,Unknown date","2,3,Undetermined",17.06470588235294
3536,Non Residential,"1945-1959,Pre 1919,Unknown date","2,4,Undetermined",17.033333333333335
3537,Non Residential,"1945-1959,Pre 1919,Unknown date","2,5,Undetermined",20.15
3538,Non Residential,"1945-1959,Pre 1919,Unknown date","2,Undetermined",12.8125
3539,Non Residential,"1945-1959,Pre 1919,Unknown date","3,4,Undetermined",16.900000000000002
3540,Non Residential,"1945-1959,Pre 1919,Unknown date","3,Undetermined",15.64
3541,Non Residential,"1945-1959,Pre 1919,Unknown date","4,5,Undetermined",21.85
3542,Non Residential,"1945-1959,Pre 1919,Unknown date","4,7,Undetermined",34.0
3543,Non Residential,"1945-1959,Pre 1919,Unknown date","4,Undetermined",16.15
3544,Non Residential,"1945-1959,Unknown date",1,8.702298850574714
3545,Non Residential,"1945-1959,Unknown date","1,10,4,7,Undetermined",48.0
3546,Non Residential,"1945-1959,Unknown date","1,10,4,Undetermined",53.6
3547,Non Residential,"1945-1959,Unknown date","1,10,5,Undetermined",76.2
3548,Non Residential,"1945-1959,Unknown date","1,10,Undetermined",25.066666666666666
3549,Non Residential,"1945-1959,Unknown date","1,11,Undetermined",45.5
3550,Non Residential,"1945-1959,Unknown date","1,17,2,3,4,Undetermined",82.4
3551,Non Residential,"1945-1959,Unknown date","1,2",10.848214285714283
3552,Non Residential,"1945-1959,Unknown date","1,2,20,Undetermined",9.0
3553,Non Residential,"1945-1959,Unknown date","1,2,3",15.085714285714287
3554,Non Residential,"1945-1959,Unknown date","1,2,3,4,5,8,9,Undetermined",26.5
3555,Non Residential,"1945-1959,Unknown date","1,2,3,4,5,Undetermined",33.75
3556,Non Residential,"1945-1959,Unknown date","1,2,3,4,Undetermined",15.850000000000001
3557,Non Residential,"1945-1959,Unknown date","1,2,3,5,6,Undetermined",23.55
3558,Non Residential,"1945-1959,Unknown date","1,2,3,Undetermined",14.66341463414634
3559,Non Residential,"1945-1959,Unknown date","1,2,4,Undetermined",19.125
3560,Non Residential,"1945-1959,Unknown date","1,2,6,Undetermined",13.8
3561,Non Residential,"1945-1959,Unknown date","1,2,7",22.8
3562,Non Residential,"1945-1959,Unknown date","1,2,7,Undetermined",26.799999999999997
3563,Non Residential,"1945-1959,Unknown date","1,2,Undetermined",11.972347826086958
3564,Non Residential,"1945-1959,Unknown date","1,20,Undetermined",9.9
3565,Non Residential,"1945-1959,Unknown date","1,23,3,8,Undetermined",82.6
3566,Non Residential,"1945-1959,Unknown date","1,3",11.484615384615383
3567,Non Residential,"1945-1959,Unknown date","1,3,4,Undetermined",27.825000000000003
3568,Non Residential,"1945-1959,Unknown date","1,3,5",13.5
3569,Non Residential,"1945-1959,Unknown date","1,3,5,Undetermined",29.6
3570,Non Residential,"1945-1959,Unknown date","1,3,7,Undetermined",30.6
3571,Non Residential,"1945-1959,Unknown date","1,3,Undetermined",13.569565217391306
3572,Non Residential,"1945-1959,Unknown date","1,4",22.583333333333332
3573,Non Residential,"1945-1959,Unknown date","1,4,7,Undetermined",55.1
3574,Non Residential,"1945-1959,Unknown date","1,4,9,Undetermined",50.4
3575,Non Residential,"1945-1959,Unknown date","1,4,Undetermined",15.937500000000002
3576,Non Residential,"1945-1959,Unknown date","1,5,6,7",7.8
3577,Non Residential,"1945-1959,Unknown date","1,5,Undetermined",22.96
3578,Non Residential,"1945-1959,Unknown date","1,6",42.55
3579,Non Residential,"1945-1959,Unknown date","1,6,Undetermined",26.2
3580,Non Residential,"1945-1959,Unknown date","1,7,Undetermined",31.45
3581,Non Residential,"1945-1959,Unknown date","1,9",7.8
3582,Non Residential,"1945-1959,Unknown date","1,91",12.2
3583,Non Residential,"1945-1959,Unknown date","1,Undetermined",9.80822327467126
3584,Non Residential,"1945-1959,Unknown date","10,2,9,Undetermined",40.0
3585,Non Residential,"1945-1959,Unknown date","10,7,Undetermined",22.0
3586,Non Residential,"1945-1959,Unknown date","10,Undetermined",17.933333333333334
3587,Non Residential,"1945-1959,Unknown date","11,2,3,4,Undetermined",13.8
3588,Non Residential,"1945-1959,Unknown date","11,4,Undetermined",65.0
3589,Non Residential,"1945-1959,Unknown date","11,5,6,Undetermined",46.6
3590,Non Residential,"1945-1959,Unknown date","11,5,Undetermined",137.0
3591,Non Residential,"1945-1959,Unknown date","12,Undetermined",40.8
3592,Non Residential,"1945-1959,Unknown date","13,9",17.6
3593,Non Residential,"1945-1959,Unknown date","13,Undetermined",5.3
3594,Non Residential,"1945-1959,Unknown date","14,2,Undetermined",61.0
3595,Non Residential,"1945-1959,Unknown date","14,3,4,Undetermined",58.9
3596,Non Residential,"1945-1959,Unknown date","15,2,6,8,Undetermined",57.5
3597,Non Residential,"1945-1959,Unknown date",2,9.3125
3598,Non Residential,"1945-1959,Unknown date","2,3,4,7,Undetermined",37.7
3599,Non Residential,"1945-1959,Unknown date","2,3,4,Undetermined",29.55
3600,Non Residential,"1945-1959,Unknown date","2,3,5,Undetermined",8.1
3601,Non Residential,"1945-1959,Unknown date","2,3,Undetermined",15.521739130434783
3602,Non Residential,"1945-1959,Unknown date","2,4",13.2
3603,Non Residential,"1945-1959,Unknown date","2,4,5,Undetermined",21.5
3604,Non Residential,"1945-1959,Unknown date","2,4,6,Undetermined",26.3
3605,Non Residential,"1945-1959,Unknown date","2,4,Undetermined",24.242857142857144
3606,Non Residential,"1945-1959,Unknown date","2,5,Undetermined",28.05
3607,Non Residential,"1945-1959,Unknown date","2,7",31.7
3608,Non Residential,"1945-1959,Unknown date","2,8,Undetermined",65.9
3609,Non Residential,"1945-1959,Unknown date","2,Undetermined",11.87914230019493
3610,Non Residential,"1945-1959,Unknown date","3,4,5,Undetermined",15.4
3611,Non Residential,"1945-1959,Unknown date","3,4,Undetermined",15.64
3612,Non Residential,"1945-1959,Unknown date","3,5,Undetermined",21.233333333333334
3613,Non Residential,"1945-1959,Unknown date","3,6,Undetermined",26.2
3614,Non Residential,"1945-1959,Unknown date","3,Undetermined",13.621359223300972
3615,Non Residential,"1945-1959,Unknown date","4,5,Undetermined",21.3
3616,Non Residential,"1945-1959,Unknown date","4,7,Undetermined",40.2
3617,Non Residential,"1945-1959,Unknown date","4,8,Undetermined",30.3
3618,Non Residential,"1945-1959,Unknown date","4,Undetermined",16.41818181818182
3619,Non Residential,"1945-1959,Unknown date","40,Undetermined",6.2
3620,Non Residential,"1945-1959,Unknown date","5,8,Undetermined",36.35
3621,Non Residential,"1945-1959,Unknown date","5,Undetermined",21.9
3622,Non Residential,"1945-1959,Unknown date","6,8,Undetermined",28.1
3623,Non Residential,"1945-1959,Unknown date","6,Undetermined",30.416666666666668
3624,Non Residential,"1945-1959,Unknown date","7,Undetermined",30.86428571428571
3625,Non Residential,"1945-1959,Unknown date","8,Undetermined",13.95
3626,Non Residential,"1945-1959,Unknown date","9,Undetermined",29.05
3627,Non Residential,"1945-1959,Unknown date","91,Undetermined",9.6
3628,Non Residential,1960-1979,1,8.72480759351359
3629,Non Residential,1960-1979,"1,10",9.1
3630,Non Residential,1960-1979,"1,10,11",46.9
3631,Non Residential,1960-1979,"1,11",34.0
3632,Non Residential,1960-1979,"1,11,12,2,3,4",35.7
3633,Non Residential,1960-1979,"1,12",75.0
3634,Non Residential,1960-1979,"1,12,2,7",45.1
3635,Non Residential,1960-1979,"1,13,2,4",66.8
3636,Non Residential,1960-1979,"1,15,2",59.3
3637,Non Residential,1960-1979,"1,15,3",67.4
3638,Non Residential,1960-1979,"1,16,2",54.6
3639,Non Residential,1960-1979,"1,18",60.0
3640,Non Residential,1960-1979,"1,2",9.616107899807322
3641,Non Residential,1960-1979,"1,2,3",13.257225433526013
3642,Non Residential,1960-1979,"1,2,3,4",15.0125
3643,Non Residential,1960-1979,"1,2,3,4,5",23.95
3644,Non Residential,1960-1979,"1,2,3,5",22.549999999999997
3645,Non Residential,1960-1979,"1,2,3,5,6",36.8
3646,Non Residential,1960-1979,"1,2,3,6",36.1
3647,Non Residential,1960-1979,"1,2,3,Undetermined",6.2
3648,Non Residential,1960-1979,"1,2,4",17.764
3649,Non Residential,1960-1979,"1,2,4,5",20.6
3650,Non Residential,1960-1979,"1,2,4,6",30.7
3651,Non Residential,1960-1979,"1,2,5",19.8
3652,Non Residential,1960-1979,"1,2,5,6",16.1
3653,Non Residential,1960-1979,"1,2,5,7",42.2
3654,Non Residential,1960-1979,"1,2,5,Undetermined",31.1
3655,Non Residential,1960-1979,"1,2,6",21.066666666666666
3656,Non Residential,1960-1979,"1,2,7",16.25
3657,Non Residential,1960-1979,"1,2,7,8",31.9
3658,Non Residential,1960-1979,"1,2,8",35.65
3659,Non Residential,1960-1979,"1,2,9",40.900000000000006
3660,Non Residential,1960-1979,"1,2,Undetermined",11.166666666666666
3661,Non Residential,1960-1979,"1,3",12.65170278637771
3662,Non Residential,1960-1979,"1,3,4",15.745454545454548
3663,Non Residential,1960-1979,"1,3,4,5",22.9
3664,Non Residential,1960-1979,"1,3,4,7,8",27.4
